character,pinyin,grade,unit,tts_hint,common_words,image_path
虚,xū,3,1,虚心的虚,"虚心,空虚,虚脱",/static/images/虚.png
懦,nuò,3,1,懦弱的懦,"懦弱,懦夫,懦弱的人",/static/images/懦.png
弱,ruò,3,1,弱小的弱,"弱小,弱者,弱智",/static/images/弱.png
恼,nǎo,3,1,恼怒的恼,"恼怒,烦恼,恼人",/static/images/恼.png
代,dài,3,1,代替的代,"代替,代表,代言",/static/images/代.png
价,jià,3,1,价格的价,"价格,价值,代价",/static/images/价.png
皱,zhòu,3,1,皱眉的皱,"皱眉,皱纹,皱褶",/static/images/皱.png
配,pèi,3,1,配套的配,"配套,配合,搭配",/static/images/配.png
怨,yuàn,3,1,抱怨的怨,"抱怨,怨恨,怨恨不平",/static/images/怨.png
狮,shī,3,1,狮子的狮,"狮子,狮王,狮子狗",/static/images/狮.png
逼,bī,3,1,逼迫的逼,"逼迫,逼迫人,逼迫感",/static/images/逼.png
滔,tāo,3,1,滔天的滔,"滔滔,滔天",/static/images/滔.png
涯,yá,3,1,天涯的涯,"天涯,生涯,生涯规划",/static/images/涯.png
妇,fù,3,1,妇女的妇,"妇女,媳妇",/static/images/妇.png
碌,lù,3,1,忙碌的碌,"忙碌,碌碌无为,碌碌",/static/images/碌.png
遵,zūn,3,1,遵守的遵,"遵守,遵命,遵循",/static/images/遵.png
循,xún,3,1,循环的循,"循环,遵循,循规蹈矩",/static/images/循.png
尊,zūn,3,1,尊敬的尊,"尊敬,尊师,尊贵",/static/images/尊.png
验,yàn,3,1,验货的验,"验货,验收,检验",/static/images/验.png
屠,tú,3,1,屠夫的屠,"屠夫,屠宰,屠杀",/static/images/屠.png
苏,sū,3,1,苏州的苏,"苏州,苏醒,苏打",/static/images/苏.png
魂,hún,3,1,魂魄的魂,"魂魄,灵魂,魂牵梦萦",/static/images/魂.png
酒,jiǔ,3,1,酒水的酒,"酒水,酒杯,酒家",/static/images/酒.png
牧,mù,3,1,牧童的牧,"牧童,牧场,牧民",/static/images/牧.png
兄,xiōng,3,1,兄弟的兄,"兄弟,兄妹",/static/images/兄.png
倍,bèi,3,1,倍数的倍,"倍数,加倍,倍增",/static/images/倍.png
创,chuàng,3,1,创新的创,"创新,创造,创业",/static/images/创.png
携,xié,3,1,携带的携,"携带,携手,携带者",/static/images/携.png
存,cún,3,1,存钱的存,"存钱,存放,存心",/static/images/存.png
制,zhì,3,1,制作的制,"制作,制度,节制",/static/images/制.png
蔡,cài,3,1,蔡敏的蔡,"蔡敏,蔡老师,蔡家",/static/images/蔡.png
伦,lún,3,1,伦理的伦,"伦理,伦理学,伦理道德",/static/images/伦.png
欧,ōu,3,1,欧洲的欧,"欧洲,欧洲杯,欧洲人",/static/images/欧.png
洲,zhōu,3,1,亚洲的洲,"亚洲,欧洲,非洲",/static/images/洲.png
社,shè,3,1,社区的社,"社区,合作社,社团",/static/images/社.png
县,xiàn,3,1,县城的县,"县,县城,县令",/static/images/县.png
拱,gǒng,3,1,拱门的拱,"拱门,拱桥,拱手",/static/images/拱.png
济,jì,3,1,济济一堂的济,"济济一堂,济南,经济",/static/images/济.png
匠,jiàng,3,1,工匠的匠,"工匠,木匠,石匠",/static/images/匠.png
计,jì,3,1,计划的计,"计划,计算,计时",/static/images/计.png
横,héng,3,1,横线的横,"横线,横幅,横梁",/static/images/横.png
史,shǐ,3,1,历史的史,"历史,史记,史册",/static/images/史.png
智,zhì,3,1,智慧的智,"智慧,智力,智慧树",/static/images/智.png
慧,huì,3,1,智慧的慧,"智慧,慧眼",/static/images/慧.png
历,lì,3,1,历史的历,"历史,来历,日历",/static/images/历.png
择,zé,3,1,择菜的择,"择菜,选择,择优",/static/images/择.png
宫,gōng,3,1,宫殿的宫,"宫殿,宫廷,故宫",/static/images/宫.png
摊,tān,3,1,摊位的摊,"摊位,摊主,摊贩",/static/images/摊.png
贩,fàn,3,1,贩子的贩,"贩子,贩卖,贩售",/static/images/贩.png
吏,lì,3,1,官吏的吏,"吏,官吏,小吏",/static/images/吏.png
驴,lǘ,3,1,驴子的驴,"驴子,老驴,驴肉",/static/images/驴.png
栏,lán,3,1,栏杆的栏,"栏杆,栏目,栏栅",/static/images/栏.png
貌,mào,3,1,美貌的貌,"美貌,相貌,貌美",/static/images/貌.png
芬,fēn,3,1,芬芳的芬,"芬芳,芬芳剂,芬芳四溢",/static/images/芬.png
芳,fāng,3,1,芬芳的芳,"芬芳,芳草,芳华",/static/images/芳.png
内,nèi,3,1,内心的内,"内心,内人",/static/images/内.png
系,xì,3,1,系带的系,"系,系带,系扣",/static/images/系.png
燥,zào,3,1,干燥的燥,"干燥,焦燥,燥热",/static/images/燥.png
灼,zhuó,3,1,灼热的灼,"灼热,灼烧,灼伤",/static/images/灼.png
适,shì,3,1,适当的适,"适当,适应,适时",/static/images/适.png
雅,yǎ,3,1,优雅的雅,"优雅,雅号,典雅",/static/images/雅.png
吻,wěn,3,1,吻别的吻,"吻别,亲吻,吻痕",/static/images/吻.png
组,zǔ,3,1,小组的组,"小组,组成,组织",/static/images/组.png
概,gài,3,1,大概的概,"大概,概括,概念",/static/images/概.png
阻,zǔ,3,1,阻碍的阻,"阻碍,阻挡,阻力",/static/images/阻.png
括,kuò,3,1,括号的括,"括号,括号内,括起来",/static/images/括.png
误,wù,3,1,误会的误,"误会,失误,误事",/static/images/误.png
逆,nì,3,1,逆风的逆,"逆风,逆境,逆流",/static/images/逆.png
途,tú,3,1,旅途的途,"旅途,长途,途径",/static/images/途.png
陌,mò,3,1,陌路的陌,"陌路,陌生,陌生感",/static/images/陌.png
超,chāo,3,1,超越的超,"超,超越,超级",/static/images/超.png
缸,gāng,3,1,水缸的缸,"水缸,鱼缸,花缸",/static/images/缸.png
隙,xì,3,1,缝隙的隙,"缝隙,空隙,裂隙",/static/images/隙.png
掀,xiān,3,1,掀开的掀,"掀开,掀动,掀翻",/static/images/掀.png
末,mò,3,1,末尾的末,"末尾,末班车,末日",/static/images/末.png
钳,qián,3,1,钳子的钳,"钳子,钳工,钳口",/static/images/钳.png
搏,bó,3,1,拼搏的搏,"拼搏,搏击,搏斗",/static/images/搏.png
较,jiào,3,1,比较的较,"比较,较量,较差",/static/images/较.png
腹,fù,3,1,腹部的腹,"腹部,腹部疼痛",/static/images/腹.png
淌,tǎng,3,1,流淌的淌,"流淌,流淌水,流淌声",/static/images/淌.png
秘,mì,3,1,秘密的秘,"秘密,秘籍,秘方",/static/images/秘.png
栋,dòng,3,1,栋梁的栋,"栋梁,栋宇,栋材",/static/images/栋.png
吁,xū,3,1,呼吁的吁,"呼吁,呼吁者",/static/images/吁.png
绪,xù,3,1,绪论的绪,"绪,绪论,绪言",/static/images/绪.png
篇,piān,3,1,篇章的篇,"篇章,篇幅",/static/images/篇.png
希,xī,3,1,希望的希,"希望,希冀,希罕",/static/images/希.png
痒,yǎng,3,1,发痒的痒,"痒痒,发痒,痒痒的",/static/images/痒.png
鳄,è,3,1,鳄鱼的鳄,"鳄鱼,鳄鱼皮,鳄鱼嘴",/static/images/鳄.png
零,líng,3,1,零花钱的零,"零,零花钱,零分",/static/images/零.png
肠,cháng,3,1,肠子的肠,"肠子,肠道,肠炎",/static/images/肠.png
醋,cù,3,1,陈醋的醋,"醋,陈醋,白醋",/static/images/醋.png
墨,mò,3,1,墨水的墨,"墨水,墨迹,墨迹",/static/images/墨.png
染,rǎn,3,1,染色的染,"染色,染料,染病",/static/images/染.png
碎,suì,3,1,碎片的碎,"碎片,破碎,碎裂",/static/images/碎.png
浪,làng,3,1,海浪的浪,"海浪,波浪,浪头",/static/images/浪.png
溅,jiàn,3,1,水溅的溅,"水溅,溅起,溅落",/static/images/溅.png
剃,tì,3,1,剃头的剃,"剃头,剃须,剃刀",/static/images/剃.png
执,zhí,3,1,执着的执,"执着,执行,执笔",/static/images/执.png
否,fǒu,3,1,否定的否,"否定,否则,否定句",/static/images/否.png
骂,mà,3,1,骂人的骂,"骂人,谩骂",/static/images/骂.png
仇,chóu,3,1,仇人的仇,"仇人,仇恨,仇敌",/static/images/仇.png
惯,guàn,3,1,习惯的惯,"习惯,惯例,惯性",/static/images/惯.png
刑,xíng,3,1,刑罚的刑,"刑罚,刑法,刑具",/static/images/刑.png
替,tì,3,1,代替的替,"代替,替换,替代",/static/images/替.png
厘,lí,3,1,厘米的厘,"厘米,厘米,毫厘",/static/images/厘.png
摸,mō,3,1,摸头的摸,"摸头,摸索,摸鱼",/static/images/摸.png
廊,láng,3,1,走廊的廊,"走廊,长廊,画廊",/static/images/廊.png
悠,yōu,3,1,悠然的悠,"悠然,悠闲,悠扬",/static/images/悠.png
若,ruò,3,1,若即若离的若,"若即若离,若隐若现,若有所待",/static/images/若.png
娇,jiāo,3,1,娇气的娇,"娇气,娇艳,娇小",/static/images/娇.png
薄,báo,3,1,薄片的薄,"薄,薄片,薄雾",/static/images/薄.png
颤,chàn,3,1,颤抖的颤,"颤抖,颤动,颤栗",/static/images/颤.png
巍,wēi,3,1,巍峨的巍,"巍峨,巍巍,巍巍峨峨",/static/images/巍.png
巅,diān,3,1,巅峰的巅,"巅峰,山巅",/static/images/巅.png
婴,yīng,3,1,婴儿的婴,"婴儿,婴儿用品",/static/images/婴.png
耀,yào,3,1,耀眼的耀,"耀眼,照耀",/static/images/耀.png
庆,qìng,3,1,庆祝的庆,"庆祝,国庆,庆功",/static/images/庆.png
盼,pàn,3,1,盼望的盼,"盼望,期盼,盼头",/static/images/盼.png
叠,dié,3,1,叠起的叠,"叠起,重叠,叠罗汉",/static/images/叠.png
歉,qiàn,3,1,歉意的歉,"歉意,道歉,歉收",/static/images/歉.png
呈,chéng,3,1,呈现的呈,"呈现,呈现图,呈现效果",/static/images/呈.png
雕,diāo,3,1,雕刻的雕,"雕刻,雕塑,雕琢",/static/images/雕.png
幻,huàn,3,1,幻想的幻,"幻想,幻觉,幻影",/static/images/幻.png
辉,huī,3,1,光辉的辉,"光辉,辉煌,辉煌",/static/images/辉.png
芒,máng,3,1,光芒的芒,"光芒,芒果,芒种",/static/images/芒.png
剑,jiàn,3,1,剑客的剑,"剑,剑客,剑术",/static/images/剑.png
型,xíng,3,1,型号的型,"型号,类型,体型",/static/images/型.png
窃,qiè,3,1,窃窃私语的窃,"窃窃私语,窃取,窃喜",/static/images/窃.png
私,sī,3,1,私人的私,"私人,隐私,自私",/static/images/私.png
警,jǐng,3,1,警察的警,"警察,警报,警惕",/static/images/警.png
肌,jī,3,1,肌肉的肌,"肌肉,肌肤,肌腱",/static/images/肌.png
章,zhāng,3,1,文章的章,"文章,章节,文章的章",/static/images/章.png
胞,bāo,3,1,同胞的胞,"同胞,细胞,胞衣",/static/images/胞.png
达,dá,3,1,到达的达,"到达,达到,达成",/static/images/达.png
煤,méi,3,1,煤块的煤,"煤块,煤炭,煤气",/static/images/煤.png
储,chǔ,3,1,储藏的储,"储藏,储存,储物",/static/images/储.png
属,shǔ,3,1,属下的属,"属下,属于,属相",/static/images/属.png
檀,tán,3,1,檀香的檀,"檀香,檀木,檀香木",/static/images/檀.png
喂,wèi,3,1,喂食的喂,"喂食,喂水,喂食器",/static/images/喂.png
盈,yíng,3,1,盈余的盈,"盈余,盈利,盈亏",/static/images/盈.png
彤,tóng,3,1,红彤彤的彤,"彤彤,彤云",/static/images/彤.png
跪,guì,3,1,跪下的跪,"跪下,跪拜,跪地",/static/images/跪.png
庙,miào,3,1,庙宇的庙,"庙宇,古庙,庙会",/static/images/庙.png
揉,róu,3,1,揉捏的揉,"揉,揉捏,揉搓",/static/images/揉.png
箱,xiāng,3,1,箱子的箱,"箱子,纸箱,书箱",/static/images/箱.png
夸,kuā,3,1,夸奖的夸,"夸奖,夸张,夸大",/static/images/夸.png
歪,wāi,3,1,歪斜的歪,"歪斜,歪头,歪嘴",/static/images/歪.png
承,chéng,3,1,承担的承,"承担,承受,继承",/static/images/承.png
袖,xiù,3,1,袖子的袖,"袖子,袖口,袖珍",/static/images/袖.png
衬,chèn,3,1,衬衣的衬,"衬衣,衬托,衬里",/static/images/衬.png
衫,shān,3,1,衬衫的衫,"衬衫,汗衫,棉衫",/static/images/衫.png
负,fù,3,1,负重的负,"负重,负担,负债",/static/images/负.png
泄,xiè,3,1,泄气的泄,"泄气,泄露,泄密",/static/images/泄.png
艺,yì,3,1,艺术的艺,"艺术,技艺,才艺",/static/images/艺.png
橱,chú,3,1,橱柜的橱,"橱柜,橱窗,橱具",/static/images/橱.png
改,gǎi,3,1,改正的改,"改正,改革,改进",/static/images/改.png
蕉,jiāo,3,1,香蕉的蕉,"香蕉,芭蕉,香蕉树",/static/images/蕉.png
扣,kòu,3,1,扣子的扣,"扣子,扣门,扣动",/static/images/扣.png
筒,tǒng,3,1,笔筒的筒,"笔筒,竹筒",/static/images/筒.png
董,dǒng,3,1,董事长的董,"董,董事长,董存瑞",/static/images/董.png
婆,pó,3,1,婆娘的婆,"婆娘,婆婆,外婆",/static/images/婆.png
脊,jí,3,1,脊梁的脊,"脊梁,脊椎,脊背",/static/images/脊.png
贼,zéi,3,1,贼眉鼠眼的贼,"贼眉鼠眼,贼心不死",/static/images/贼.png
莫,mò,3,1,莫名的莫,"莫名,莫测,莫及",/static/images/莫.png
颠,diān,3,1,颠倒的颠,"颠倒,颠簸,颠峰",/static/images/颠.png
胶,jiāo,3,1,胶水的胶,"胶水,胶囊,胶卷",/static/images/胶.png
纵,zòng,3,1,纵身的纵,"纵身,纵容,纵情",/static/images/纵.png
核,hé,3,1,核心的核,"核,核心,核能",/static/images/核.png
妻,qī,3,1,妻子的妻,"妻子,妻儿",/static/images/妻.png
爹,diē,3,1,老爹的爹,"老爹,爹娘",/static/images/爹.png
犁,lí,3,1,犁地的犁,"犁地,犁头,犁沟",/static/images/犁.png
困,kùn,3,1,困难的困,"困,困难,困住",/static/images/困.png
牲,shēng,3,1,牲口的牲,"牲口,牺牲,牲畜",/static/images/牲.png
府,fǔ,3,1,府署的府,"府署,府邸,府学",/static/images/府.png
罢,bà,3,1,罢工的罢,"罢工,罢免,罢休",/static/images/罢.png
援,yuán,3,1,援助的援,"援助,支援,接援",/static/images/援.png
掷,zhì,3,1,投掷的掷,"掷,投掷,掷骰子",/static/images/掷.png
捞,lāo,3,1,捞取的捞,"捞,捞取,捞钱",/static/images/捞.png
缚,fù,3,1,束缚的缚,"束缚,束缚住",/static/images/缚.png
缭,liáo,3,1,缭绕的缭,"缭绕,缭乱,缭绕的",/static/images/缭.png
络,luò,3,1,网络的络,"网络,联络,络绎",/static/images/络.png
资,zī,3,1,资源的资,"资源,资本,资料",/static/images/资.png
贡,gòng,3,1,贡品的贡,"贡品,贡献,进贡",/static/images/贡.png
贷,dài,3,1,贷款的贷,"贷款,贷出,贷物",/static/images/贷.png
税,shuì,3,1,税收的税,"税收,纳税,税率",/static/images/税.png
档,dàng,3,1,档案的档,"档案,档次,档期",/static/images/档.png
咖,kā,3,1,咖啡的咖,"咖啡,咖喱,咖喱粉",/static/images/咖.png
啡,fēi,3,1,咖啡的啡,"咖啡,咖啡因,咖啡色",/static/images/啡.png
阅,yuè,3,1,阅读的阅,"阅读,阅览,阅卷",/static/images/阅.png
废,fèi,3,1,废品的废,"废品,废物,废弃",/static/images/废.png
贸,mào,3,1,贸易的贸,"贸易,外贸",/static/images/贸.png
旭,xù,3,1,旭日的旭,"旭日,旭光,旭照",/static/images/旭.png
屿,yǔ,3,1,岛屿的屿,"岛屿,屿礁,屿礁",/static/images/屿.png
瞭,liǎo,3,1,瞭望的瞭,"瞭望,瞭解,瞭望塔",/static/images/瞭.png
巡,xún,3,1,巡逻的巡,"巡逻,巡查,巡游",/static/images/巡.png
缆,lǎn,3,1,缆车的缆,"缆车,缆绳,缆索",/static/images/缆.png
锚,máo,3,1,船锚的锚,"锚,船锚,锚地",/static/images/锚.png
咳,ké,3,1,咳嗽的咳,"咳嗽,干咳,咳嗽声",/static/images/咳.png
嗽,sòu,3,1,咳嗽的嗽,"咳嗽,咳嗽声,咳嗽药",/static/images/嗽.png
呕,ǒu,3,1,呕吐的呕,"呕吐,呕吐物,呕心沥血",/static/images/呕.png
唠,láo,3,1,唠叨的唠,"唠叨,闲唠,唠嗑",/static/images/唠.png
叨,dāo,3,1,唠叨的叨,"叨叨,唠叨,叨念",/static/images/叨.png
嘀,dí,3,1,嘀嗒的嘀,"嘀嗒,嘀咕,嘀咕声",/static/images/嘀.png
谚,yàn,3,1,谚语的谚,"谚语,谚言,谚俗",/static/images/谚.png
谣,yáo,3,1,谣言的谣,"谣言,歌谣,童谣",/static/images/谣.png
诫,jiè,3,1,告诫的诫,"告诫,诫勉",/static/images/诫.png
辩,biàn,3,1,辩论的辩,"辩论,争辩,狡辩",/static/images/辩.png
盐,yán,4,1,食盐的盐,"盐,食盐,盐粒",/static/images/盐.png
屹,yì,4,1,屹立的屹,"屹立,屹立不倒,屹立不动",/static/images/屹.png
昂,áng,4,1,昂然的昂,"昂然,昂扬,昂首",/static/images/昂.png
顿,dùn,4,1,顿时的顿,"顿时,顿时间,顿挫",/static/images/顿.png
鼎,dǐng,4,1,大鼎的鼎,"鼎,大鼎,鼎力",/static/images/鼎.png
沸,fèi,4,1,沸腾的沸,"沸腾,沸点,沸沸扬扬",/static/images/沸.png
贯,guàn,4,1,贯穿的贯,"贯穿,连贯,贯穿力",/static/images/贯.png
浩,hào,4,1,浩大的浩,"浩大,浩渺,浩如烟海",/static/images/浩.png
崩,bēng,4,1,崩塌的崩,"崩塌,崩溃,崩解",/static/images/崩.png
震,zhèn,4,1,地震的震,"地震,震动,震撼",/static/images/震.png
霎,shà,4,1,霎时的霎,"霎时,霎眼,霎时雨",/static/images/霎.png
余,yú,4,1,余光的余,"余光,余额,余波",/static/images/余.png
鹅,é,4,1,天鹅的鹅,"鹅,天鹅,鹅毛",/static/images/鹅.png
卵,luǎn,4,1,鸟卵的卵,"鸟卵,卵石",/static/images/卵.png
俗,sú,4,1,俗话的俗,"俗话,俗气,俗人",/static/images/俗.png
跃,yuè,4,1,跳跃的跃,"跳跃,跃进,跃然纸上",/static/images/跃.png
穗,suì,4,1,麦穗的穗,"麦穗,稻穗,穗条",/static/images/穗.png
镀,dù,4,1,镀金的镀,"镀金,镀层,镀膜",/static/images/镀.png
埂,gěng,4,1,埂子的埂,"埂子,埂坎,埂道",/static/images/埂.png
烁,shuò,4,1,闪烁的烁,"闪烁,烁石,烁金",/static/images/烁.png
巢,cháo,4,1,鸟巢的巢,"鸟巢,巢穴,巢居",/static/images/巢.png
苇,wěi,4,1,苇叶的苇,"苇叶,芦苇,苇秆",/static/images/苇.png
罗,luó,4,1,罗列的罗,"罗列,罗盘,罗汉",/static/images/罗.png
眠,mián,4,1,睡眠的眠,"睡眠,安眠药,催眠",/static/images/眠.png
霸,bà,4,1,霸道的霸,"霸道,霸道总裁,霸气",/static/images/霸.png
占,zhàn,4,1,占用的占,"占用,占据,占有",/static/images/占.png
昧,mèi,4,1,拾金不昧的昧,拾金不昧,/static/images/昧.png
坠,zhuì,4,1,坠落的坠,"坠落,坠毁,坠入",/static/images/坠.png
怀,huái,4,1,怀揣的怀,"怀揣,怀念,怀抱",/static/images/怀.png
豌,wān,4,1,豌豆的豌,豌豆,/static/images/豌.png
按,àn,4,1,按时的按,"按压,按时",/static/images/按.png
僵,jiāng,4,1,僵硬的僵,"僵硬,僵化,僵直",/static/images/僵.png
预,yù,4,1,预习的预,"预习,预计,预备",/static/images/预.png
揭,jiē,4,1,揭开的揭,"揭开,揭示,揭露",/static/images/揭.png
苔,tái,4,1,青苔的苔,"青苔,苔藓,苔石",/static/images/苔.png
囚,qiú,4,1,囚犯的囚,"囚犯,囚禁,囚徒",/static/images/囚.png
框,kuāng,4,1,画框的框,"框框,画框,框线",/static/images/框.png
溢,yì,4,1,溢出的溢,"溢出,洋溢,溢美",/static/images/溢.png
蝙,biān,4,1,蝙蝠的蝙,"蝙蝠,蝙蝠侠,蝙蝠衫",/static/images/蝙.png
蝠,fú,4,1,蝙蝠的蝠,"蝙蝠,蝠翼,蝠鼠",/static/images/蝠.png
即,jí,4,1,立即的即,"立即,即使,即便",/static/images/即.png
锐,ruì,4,1,锐利的锐,"锐利,锐角,锐气",/static/images/锐.png
铛,dāng,4,1,铃铛的铛,"铃铛,铃铛声,铃铛响",/static/images/铛.png
蝇,yíng,4,1,苍蝇的蝇,"苍蝇,蚊蝇,蝇头小利",/static/images/蝇.png
证,zhèng,4,1,证明的证,"证明,证人,证书",/static/images/证.png
障,zhàng,4,1,障碍的障,"障碍,障碍物",/static/images/障.png
碍,ài,4,1,阻碍的碍,"阻碍,妨碍,障碍",/static/images/碍.png
荧,yíng,4,1,荧火的荧,"荧火,荧光,荧屏",/static/images/荧.png
屏,píng,4,1,屏幕的屏,"屏幕,屏风,屏息",/static/images/屏.png
唤,huàn,4,1,呼唤的唤,"呼唤,唤起,唤声",/static/images/唤.png
获,huò,4,1,获得的获,"获得,获取,收获",/static/images/获.png
赖,lài,4,1,赖皮的赖,"赖皮,赖账,赖床",/static/images/赖.png
潜,qián,4,1,潜水的潜,"潜水,潜行,潜入",/static/images/潜.png
亿,yì,4,1,亿万个的亿,"亿万个,亿万,亿万富翁",/static/images/亿.png
索,suǒ,4,1,搜索的索,"线索,搜索",/static/images/索.png
奥,ào,4,1,奥秘的奥,"奥秘,奥运会,奥秘",/static/images/奥.png
舶,bó,4,1,货舶的舶,"货舶,船舶,舶来",/static/images/舶.png
质,zhì,4,1,质量的质,"质量,实质,本质",/static/images/质.png
哲,zhé,4,1,哲学的哲,"哲学,哲理,哲学思想",/static/images/哲.png
兰,lán,4,1,兰花的兰,"兰花,木兰,兰花草",/static/images/兰.png
避,bì,4,1,避让的避,"避让,避开,躲避",/static/images/避.png
撼,hàn,4,1,撼动的撼,"撼动,震撼,撼人心魄",/static/images/撼.png
喧,xuān,4,1,喧哗的喧,"喧哗,喧哗声,喧嚣",/static/images/喧.png
檐,yán,4,1,屋檐的檐,"屋檐,屋檐下,檐口",/static/images/檐.png
暮,mù,4,1,暮色的暮,"暮色,暮年,暮春",/static/images/暮.png
瑟,sè,4,1,瑟瑟发抖的瑟,"瑟瑟,瑟缩,瑟瑟发抖",/static/images/瑟.png
缘,yuán,4,1,缘分的缘,"缘分,缘由,缘起",/static/images/缘.png
骚,sāo,4,1,骚动的骚,"骚动,骚气,骚乱",/static/images/骚.png
逊,xùn,4,1,逊色的逊,"逊色,逊步,逊志",/static/images/逊.png
输,shū,4,1,输液的输,"输液,输送,输出",/static/images/输.png
均,jūn,4,1,均匀的均,"均匀,平均,均衡",/static/images/均.png
柄,bǐng,4,1,笔柄的柄,笔柄,/static/images/柄.png
蜗,wō,4,1,蜗牛的蜗,"蜗牛,蜗牛壳,蜗牛角",/static/images/蜗.png
萎,wēi,4,1,枯萎的萎,"枯萎,萎靡,萎黄",/static/images/萎.png
宅,zhái,4,1,宅子的宅,"宅子,住宅,宅心",/static/images/宅.png
隐,yǐn,4,1,隐藏的隐,"隐藏,隐约,隐秘",/static/images/隐.png
毫,háo,4,1,毫毛的毫,"毫毛,毫米,毫厘",/static/images/毫.png
慎,shèn,4,1,谨慎的慎,"谨慎,慎重,慎重其事",/static/images/慎.png
址,zhǐ,4,1,地址的址,"地址,网址,住址",/static/images/址.png
